date,FL154090005.A,FL144090005.A,FL314090005.A,FL214090005.A,FL384090005.A,FL794090005.A,FL264090005.A,FL894090005.A,FL907005015.A,FL154190005.A,FL144194005.A,FL314190005.A,FL214190005.A,FL384194005.A,FL794194005.A,FL264194005.A,FL894194005.A,FL154190005.A,FL144190005.A,FL314190005.A,FL214190005.A,FL384190005.A,FL794190005.A,FL264190005.A,FL894190005.A,FL313011005.A,FL313111303.A,FL313011005.A,FL313111303.A,FL713011005.A,FL263011005.A,FL263111005.A,FL893011005.A,FL893111005.A,FL903011005.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL313112003.A,FL313112003.A,FL713012003.A,FL713012003.A,FL313112003.A,FL903012005.A,FL153091003.A,FL103091003.A,FL383091005.A,FL633091003.A,FL263191005.A,FL893091005.A,FL263191005.A,FL903091005.A,FL794010005.A,FL794110005.A,FL264016005.A,FL894010005.A,FL794110005.A,FL904010005.A,FL153020005.A,FL143020005.A,FL313020005.A,FL213020005.A,FL383020005.A,FL793020005.A,FL793120005.A,FL263020005.A,FL893020005.A,FL793120005.A,FL903020005.A,FL153030005.A,FL143030005.A,FL313030003.A,FL213030000.A,FL383030005.A,FL793030005.A,FL703130005.A,FL263030005.A,FL703130005.A,FL703130005.A,FL153034005.A,FL143034005.A,FL213034003.A,FL383034005.A,FL793034005.A,FL634090005.A,FL263034003.A,FL634090005.A,FL634090005.A,FL102051003.A,FL212051003.A,FL382051005.A,FL792050005.A,FL792150005.A,FL262051005.A,FL262151003.A,FL892050005.A,FL892150005.A,FL902050005.A,FL154022005.A,FL163162003.A,FL144022005.A,FL104122005.A,FL314022005.A,FL314122005.A,FL214022005.A,FL213162005.A,FL384022005.A,FL384122005.A,FL794022005.A,FL794122005.A,FL264022005.A,FL264122005.A,FL894022005.A,FL894122005.A,FL904022005.A,FL103069100.A,FL103169100.A,FL213069103.A,FL383069105.A,FL103169100.A,FL793069175.A,FL793169175.A,FL263069103.A,FL263169105.A,FL893169175.A,FL893169175.A,FL153061105.A,FL143061105.A,FL313161105.A,FL213061105.A,FL383061105.A,FL313161105.A,FL793061105.A,FL263061105.A,FL893061105.A,FL313161105.A,FL903061103.A,FL153061705.A,FL103061703.A,FL313061703.A,FL313161705.A,FL213061703.A,FL383061705.A,FL313161705.A,FL793061705.A,FL423161705.A,FL263061705.A,FL893061705.A,FL893161705.A,FL903061703.A,FL153062005.A,FL163162003.A,FL143062005.A,FL103162000.A,FL213062003.A,FL213162005.A,FL383062005.A,FL383162005.A,FL793062005.A,FL263062003.A,FL893062005.A,FL383162005.A,FL903062003.A,FL153063005.A,FL103163003.A,FL313063763.A,FL213063003.A,FL383063005.A,FL103163003.A,FL793063005.A,FL793163005.A,FL263063005.A,FL263163005.A,FL893063005.A,FL893163005.A,FL903063003.A,FL154023005.A,FL154123005.A,FL144023005.A,FL144123005.A,FL314023005.A,FL314123005.A,FL213065005.A,FL213169203.A,FL384023005.A,FL384123005.A,FL794023005.A,FL794123005.A,FL263069500.A,FL264123005.A,FL894123005.A,FL894123005.A,FL153168005.A,FL143168005.A,FL383168005.A,FL793068005.A,FL793168005.A,FL263168005.A,FL793068005.A,FL793068005.A,FL153069005.A,FL153169005.A,FL143169005.A,FL313069005.A,FL313169003.A,FL213169203.A,FL383069005.A,FL383169005.A,FL793069005.A,FL793169005.A,FL263069500.A,FL263169005.A,FL893169005.A,FL893169005.A,FL153065005.A,FL153165005.A,FL143065005.A,FL143165005.A,FL313065005.A,FL313165403.A,FL213065005.A,FL383065005.A,FL383165005.A,FL793065005.A,FL123165005.A,FL893065005.A,FL893065005.A,FL163066223.A,FL153166000.A,FL143066005.A,FL313066220.A,FL383066005.A,FL153166000.A,FL793066005.A,FL153166000.A,FL153166000.A,FL153064105.A,LM103064103.A,LM103164103.A,FL313064105.A,FL213064103.A,FL383064105.A,FL103164103.A,FL793064105.A,FL793164105.A,FL263064105.A,FL263164100.A,FL893064105.A,FL893064105.A,FL153064205.A,FL103064203.A,FL213064203.A,FL383064205.A,FL793064205.A,FL653164205.A,FL263064203.A,FL653164205.A,FL653164205.A,FL163070005.A,FL163170005.A,FL143070005.A,FL143170005.A,FL313070000.A,FL313170005.A,FL213070003.A,FL213170003.A,FL383070005.A,FL383170005.A,FL793070005.A,FL793170005.A,FL263070005.A,FL263170005.A,FL893070005.A,FL893170005.A,FL903070005.A,FL153040005.A,FL313140003.A,FL153040005.A,FL313140003.A,FL793040005.A,FL543140005.A,FL543141905.A,FL263140005.A,FL893140005.A,FL893140005.A,FL153050005.A,FL153050005.A,FL543050005.A,FL583150005.A,FL543151905.A,FL263150005.A,FL893150005.A,FL893150005.A,FL143178005.A,FL313078000.A,FL213078005.A,FL383078005.A,FL143178005.A,FL793178005.A,FL893078005.A,FL893178005.A,FL903078005.A,FL152090205.A,FL112090205.A,FL152090205.A,FL112090205.A,FL662090003.A,FL152090205.A,FL152090205.A,FL103092305.A,FL103092305.A,FL793092305.A,FL263192305.A,FL263192305.A,FL263192305.A,FL103092105.A,FL103092105.A,FL793092105.A,FL263192101.A,FL263192101.A,FL263192101.A,FL143192305.A,FL143192305.A,FL793192305.A,FL263092303.A,FL263092303.A,FL263092303.A,FL143192105.A,FL143192105.A,FL793192105.A,FL263092101.A,FL263092101.A,FL263092101.A,FL153090005.A,FL543077073.A,FL143090005.A,FL143190005.A,FL313090005.A,FL313190005.A,FL213093003.A,FL223073045.A,FL383090005.A,FL383190005.A,FL793090005.A,FL793190005.A,FL263076005.A,FL263190005.A,FL893090005.A,FL893190005.A,FL903090005.A
1967,2540008,333465,74704,64451,3012628,1558316,81777,4652721,-264,410869,1785743,531960,215202,2943774,1583500,125183,4652457,410869,524126,531960,215202,1682157,1464346,56887,3203390,1304,0,1304,0,13526,0,2765,14830,2765,-12065,0,0,0,0,0,4646,4646,6628,6628,4646,-1982,0,1055,1055,0,1055,1055,1055,0,29647,30826,5412,35059,30826,-4233,103731,53161,7525,11427,175844,6903,208909,9787,192534,208909,16375,342144,9682,267,15892,367985,4734,380398,7679,380398,380398,0,0,0,0,0,0,0,0,0,670,256,926,5934,5006,0,0,6860,5006,-1854,138576,0,16971,125166,1267,298642,24618,113793,181432,537601,405265,58047,20037,11086,606734,606734,0,3952,3034,0,3952,3034,15246,18411,2247,0,21445,21445,78992,8714,290462,19742,107448,290462,169775,13239,290462,290462,0,6265,1005,1267,8180,2751,11288,8180,15214,20338,2016,28518,28518,0,38208,0,3300,0,2125,113793,43633,113793,70160,0,113793,113793,0,15111,122132,0,0,15111,122132,134870,19298,2535,11086,152516,152516,0,48766,402322,17665,245690,46016,1720,3003,3579,115450,653311,596106,27879,0,30366,711556,711556,13404,93926,107330,133476,21298,4848,133476,133476,2159,22426,29354,38199,0,3579,40358,55359,47100,6581,0,25518,87458,87458,46607,257925,112,122410,7817,1720,3003,57539,382055,324516,0,382055,382055,0,108567,17553,0,17553,108567,91014,108567,108567,663217,18911,712221,0,0,682128,712221,127468,117648,25511,5238,835107,835107,42973,635,0,43608,700,44308,0,44308,44308,0,4600,150620,121179,5839,6483,7822,16536,164281,148798,3176,450,3643,3696,171100,152944,-18156,115533,7200,115533,7200,0,108333,0,0,115533,115533,520247,520247,0,520247,0,0,520247,520247,13225,6819,981,7800,13225,1548,7800,14773,6973,543197,543197,543197,543197,0,543197,543197,2452,2452,100,2552,2552,2552,60585,60585,2473,63058,63058,63058,1611,1611,392,2003,2003,2003,6199,6199,1506,7705,7705,7705,21624,3947,1058,17255,5667,213269,452,81294,28801,315765,355656,78003,0,5367,384457,399135,14679
1968,2830744,366309,80374,70354,3347780,1708861,93559,5150200,13065,436144,2020149,563166,240254,3259713,1763162,140390,5163265,436144,581972,563166,240254,1821536,1615105,63134,3499775,3340,0,3340,0,12370,0,4818,15710,4818,-10892,0,0,0,0,0,5062,5062,6795,6795,5062,-1733,0,1587,1587,0,1587,1587,1587,0,32724,37155,7497,40221,37155,-3066,112659,56030,5119,10766,184574,7817,224018,10637,203028,224018,20990,372312,9056,368,19110,400846,5488,413743,7409,413743,413743,0,0,0,0,0,0,0,0,0,1121,-1273,-152,8702,7515,0,0,8550,7515,-1035,142391,0,19574,139274,1401,312565,28254,122132,191620,573971,437311,65396,22606,12170,651537,651537,0,5099,4249,0,5099,4249,17720,21396,2826,0,25645,25645,81735,9259,301225,19926,110920,301225,177728,12577,301225,301225,0,6120,1434,1401,11340,6157,15112,11340,17981,24105,2352,35445,35445,0,36490,0,3782,0,2171,122132,42443,122132,79689,0,122132,122132,0,18046,135025,0,0,18046,135025,144193,19895,4851,12170,167090,167090,0,53960,426692,17748,273382,50834,1654,3195,3993,125737,705721,646267,34326,0,31957,772004,772004,6808,105226,112034,140129,23706,4389,140129,140129,4878,27320,31869,41573,0,3993,46451,63182,54719,10420,0,27568,101170,101170,49082,273240,100,136287,9261,1654,3195,61638,411181,349743,200,411381,411381,0,119324,17648,0,17648,119324,101676,119324,119324,791225,24109,843150,0,0,815334,843150,151234,146483,29517,6452,996085,996085,49529,845,0,50374,858,51232,0,51232,51232,0,5150,167778,135564,6414,6467,8769,18407,182961,165588,3476,510,5425,4305,191862,170403,-21459,120321,7186,120321,7186,0,113135,0,0,120321,120321,576537,576537,0,576537,0,0,576537,576537,14330,7466,1166,8632,14330,1708,8632,16038,7406,588293,588293,588293,588293,0,588293,588293,2752,2752,113,2865,2865,2865,68028,68028,2776,70804,70804,70804,1750,1750,410,2160,2160,2160,6734,6734,1574,8308,8308,8308,23517,4302,-2320,17672,5432,230232,367,95722,26996,347928,392930,89420,0,5432,419926,442780,22854
1969,2815334,402453,84244,76308,3378340,1841476,102865,5322681,12062,463780,1988511,579127,270781,3302199,1878696,153848,5334743,463780,652359,579127,270781,1966047,1748656,67053,3781756,4691,0,4691,0,12273,0,5105,16964,5105,-11859,0,0,0,0,0,5334,5334,6848,6848,5334,-1514,0,1173,1173,0,1173,1173,1173,0,33028,45293,14749,47777,45293,-2484,110925,61700,6915,12645,192185,7726,232072,11454,211365,232072,20707,381127,3652,211,13220,398210,6206,413205,8789,413205,413205,0,0,0,0,0,0,0,0,0,3311,2599,5910,13057,14777,0,0,18967,14777,-4190,173775,0,18250,152356,104,311010,32751,133518,224880,596884,449564,87526,23164,13198,697608,697608,0,7628,5356,0,7628,5356,26658,32750,3820,0,38106,38106,93166,6146,301974,23007,122319,301974,169415,10240,301974,301974,0,11305,1676,104,9036,7508,20593,9036,19604,33849,2688,42885,42885,0,47244,0,2800,0,2236,133518,52280,133518,81238,0,133518,133518,0,22060,147000,0,0,22060,147000,152649,20927,6416,13198,181125,181125,0,51888,453272,18275,308428,55270,1573,3652,4739,129085,768012,709514,36664,0,33923,838599,838599,7557,117529,125086,153314,24294,3934,153314,153314,2651,26775,42700,45039,0,4739,47690,74214,68453,11940,0,29989,116143,116143,49237,289709,536,148199,10231,1573,3652,63656,439481,376255,430,439911,439911,0,129231,17739,0,17739,129231,111492,129231,129231,638787,28569,705075,0,0,667356,705075,146492,128581,26761,6953,840609,840609,45578,745,0,46323,1265,47588,0,47588,47588,0,5820,191056,155722,7333,6389,10008,20431,208397,188362,3898,580,6264,4896,218559,193838,-24721,125359,7252,125359,7252,0,118107,0,0,125359,125359,638881,638881,0,638881,0,0,638881,638881,12628,4193,1176,5369,12628,1894,5369,14522,9153,623263,623263,623263,623263,0,623263,623263,3104,3104,127,3231,3231,3231,76695,76695,3147,79842,79842,79842,2032,2032,379,2411,2411,2411,7814,7814,1459,9273,9273,9273,25752,4688,-4077,21193,5527,247569,257,112093,27459,385543,448331,111690,0,5527,475790,502760,26970
1970,2963479,425727,86418,80644,3556268,2017487,111986,5685741,-740,478741,2071923,624070,297335,3472069,2046168,166764,5685001,478741,706135,624070,297335,2106281,1922219,69511,4098011,3573,867,3573,867,10914,867,3415,15354,4282,-11072,400,400,400,400,400,5556,5556,7149,7149,5556,-1593,0,798,798,0,798,798,798,0,35793,41568,8425,44218,41568,-2650,118500,62746,9809,11678,202733,7947,244823,12439,223119,244823,21704,423312,6747,463,23225,453747,7194,468066,7125,468066,468066,0,0,0,0,0,0,0,0,0,234,-1416,-1182,20140,16722,0,0,18958,16722,-2236,175932,0,19756,173889,7,325529,30500,145501,226195,644919,498005,100169,34960,14072,759160,759160,0,9389,7133,0,9389,7133,26504,33067,4307,0,40200,40200,83041,6983,317451,22940,112964,317451,184755,19732,317451,317451,0,15943,1209,7,8078,5176,22335,8078,26365,43634,3012,51712,51712,0,47144,0,2175,0,2384,145501,51703,145501,93798,0,145501,145501,0,29804,166756,0,0,29804,166756,166583,23468,7909,14072,204296,204296,0,53672,467163,19405,338052,58154,1498,4569,4816,135800,811529,752974,41324,0,35921,888774,888774,7493,123984,131477,161869,26599,3793,161869,161869,3564,28088,44670,47621,0,4816,51185,77574,72696,14179,0,32128,123881,123881,50108,297922,914,169398,10533,1498,4569,66124,468818,403240,546,469364,469364,0,133660,18491,0,18491,133660,115169,133660,133660,617555,32658,702189,0,0,650213,702189,153811,122471,27209,6573,831233,831233,44501,645,0,45146,1666,46812,0,46812,46812,0,6460,198012,162917,6556,5351,10630,22618,215198,197346,4370,610,7737,5860,227305,203816,-23489,130699,7358,130699,7358,0,123341,0,0,130699,130699,716274,716274,0,716274,0,0,716274,716274,9996,2080,1241,3321,9996,2479,3321,12475,9154,654582,654582,654582,654582,0,654582,654582,3523,3523,146,3669,3669,3669,87083,87083,3597,90680,90680,90680,2345,2345,384,2729,2729,2729,9017,9017,1478,10495,10495,10495,28452,5118,-5880,18936,5776,277511,217,124400,28565,425965,513381,119647,0,5776,541946,551388,9442
1971,3300344,477106,92131,89908,3959489,2263201,140073,6362763,-1839,524086,2332316,677245,343261,3876908,2302739,181277,6360924,524086,778564,677245,343261,2323156,2157565,73775,4554496,2192,1720,2192,1720,10073,1720,2059,13985,3779,-10206,400,400,400,400,400,6046,6046,7627,7627,6046,-1581,0,1234,1234,0,1234,1234,1234,0,39711,38457,3474,43185,38457,-4728,131844,61405,13228,12662,219139,8679,262871,12725,240543,262871,22328,490887,12509,520,30384,534300,8155,549909,7454,549909,549909,0,0,0,0,0,0,0,0,0,1077,-863,214,25558,24732,0,0,25772,24732,-1040,172223,0,25318,191896,25,353319,27723,161566,225289,706781,545246,111589,62847,15012,833382,833382,0,11275,6247,0,11275,6247,24671,33847,4148,0,40094,40094,74200,9957,346291,22587,106744,346291,193261,46286,346291,346291,0,14615,911,25,7028,3004,18555,7028,34959,49537,3051,56565,56565,0,45970,0,3175,86,2132,161566,51277,161652,110375,0,161652,161652,0,37438,185563,0,0,37438,185563,181980,28205,9362,15012,228780,228780,0,50938,511310,23140,371502,60279,1426,5648,5181,140005,889419,830057,41476,0,39167,970062,970062,8094,130618,138712,172894,29263,4919,172894,172894,3597,32037,47057,50126,0,5181,53723,84275,76333,11533,0,34248,130056,130056,47341,321936,2114,193827,10153,1426,5648,65256,517189,452613,680,517869,517869,0,149243,21026,0,21026,149243,128217,149243,149243,707302,36422,823753,0,0,743724,823753,200336,143477,30811,7641,974871,974871,53006,690,0,53696,1750,55446,0,55446,55446,0,7340,211924,176745,4852,4228,11559,25012,228335,213325,4661,670,7420,6421,240416,220416,-20000,137050,7429,137050,7429,0,129621,0,0,137050,137050,805214,805214,0,805214,0,0,805214,805214,14123,5194,2487,7681,14123,2443,7681,16566,8885,720885,720885,720885,720885,0,720885,720885,3873,3873,168,4041,4041,4041,95705,95705,4156,99861,99861,99861,2369,2369,442,2811,2811,2811,9114,9114,1697,10811,10811,10811,30995,5436,3809,21929,5841,302677,308,151502,40953,481544,576624,134695,0,5841,617577,622080,4503
1972,3760512,555467,94879,107213,4518071,2562565,166791,7247427,-6675,585423,2723929,723705,390348,4423405,2605970,211377,7240752,585423,879467,723705,390348,2578943,2443931,80211,5103085,2627,2491,2627,2491,10524,2491,2664,15642,5155,-10487,400,400,400,400,400,6579,6579,8313,8313,6579,-1734,0,2172,2172,0,2172,2172,2172,0,40250,33006,3259,43509,33006,-10503,143997,64031,13287,13430,234745,9764,286955,15076,259585,286955,27370,564036,16490,606,37161,618293,9504,638377,10580,638377,638377,0,0,0,0,0,0,0,0,0,2688,-952,1736,32104,34930,0,0,33840,34930,1090,172544,0,27427,205352,8,371410,33054,175184,233033,751946,590065,128288,73178,16042,896276,896276,0,14235,6968,0,14235,6968,23367,34720,4086,0,41688,41688,77357,7981,363483,24896,110234,363483,198789,54460,363483,363483,0,8898,1036,8,7927,6325,16267,7927,46410,57946,3196,65873,65873,0,47684,0,4175,634,1833,175184,53692,175818,122126,0,175818,175818,0,38605,197750,0,0,38605,197750,199373,35622,11436,16042,249414,249414,0,50969,571267,24854,429013,62128,1340,7035,5526,144986,1007146,956170,52483,0,41527,1101156,1101156,8616,146396,155012,202517,40644,6861,202517,202517,2709,37093,52123,52668,0,5526,55377,94742,84719,10688,0,34666,140096,140096,48260,356801,3226,230494,9460,1340,7035,67981,588635,521805,1151,589786,589786,0,168757,21628,0,21628,168757,147129,168757,168757,881667,39717,1032664,0,0,921384,1032664,242838,160080,39059,10537,1203281,1203281,56383,732,0,57115,1811,58926,0,58926,58926,0,8180,238977,201035,4033,4429,13013,27547,256023,241191,5842,750,8411,6979,270276,248920,-21356,143924,7581,143924,7581,0,136343,0,0,143924,143924,911033,911033,0,911033,0,0,911033,911033,18010,6244,4266,10510,18010,2450,10510,20460,9950,802061,802061,802061,802061,0,802061,802061,4685,4685,196,4881,4881,4881,115780,115780,4849,120629,120629,120629,2532,2532,509,3041,3041,3041,9737,9737,1959,11696,11696,11696,33898,5976,17915,23525,5946,329475,206,182091,57965,541067,649935,159881,0,5946,707900,706894,-1005
1973,3807154,646545,100209,129827,4683735,2817849,170671,7672255,-26237,651963,2794886,763130,408515,4618494,2804854,222671,7646019,651963,1036434,763130,408515,2860042,2682730,91309,5634081,2887,2767,2887,2767,11491,2767,2726,17145,5493,-11652,400,400,400,400,400,7001,7001,8716,8716,7001,-1715,0,3329,3329,0,3329,3329,3329,0,42105,31196,-1031,41074,31196,-9878,152350,69968,12642,13217,248177,10338,304731,18910,277425,304731,27306,624050,22836,439,44385,691710,11691,716793,13392,716793,716793,0,0,0,0,0,0,0,0,0,11262,497,11759,41013,50921,500,0,53272,50921,-2351,193539,400,24614,217721,6,380560,41085,189863,259244,788544,632197,160563,74666,17000,966107,966107,0,14876,8382,0,14876,8382,30791,41672,4387,0,50054,50054,88480,3665,372203,26065,118210,372203,199690,54303,372203,372203,0,8332,2035,6,8357,12958,23331,8357,59655,77877,3248,86234,86234,0,55136,400,4038,2430,2062,189863,61236,192693,131457,0,192693,192693,0,41591,206909,0,0,41591,206909,210604,41014,12728,17000,264923,264923,0,50804,636277,26202,509857,64804,1269,8735,4916,150545,1152319,1110355,63373,32,45240,1260932,1260932,11894,179013,190907,242085,43202,7976,242085,242085,3573,35323,63101,55933,0,4916,59506,103340,99786,18720,32,37264,159324,159324,47231,396080,3609,267743,8871,1269,8735,68446,665092,598097,1451,666543,666543,0,192980,22593,0,22593,192980,170387,192980,192980,647014,46857,809377,0,0,693871,809377,210951,118935,33516,10026,938338,938338,43695,775,0,44470,2165,46635,0,46635,46635,0,8910,280403,252446,4307,5219,15840,30318,300550,296893,6485,790,10074,8682,317109,306365,-10744,151271,7756,151271,7756,0,143515,0,0,151271,151271,969397,969397,0,969397,0,0,969397,969397,23290,8202,5890,14092,23290,2608,14092,25898,11806,938100,937150,938100,937150,950,938100,938100,4679,4679,231,4910,4910,4910,115623,115623,5713,121336,121336,121336,3101,3101,581,3682,3682,3682,11924,11924,2239,14163,14163,14163,36934,6376,39997,30019,6922,358158,178,183418,84031,577971,723998,191627,0,9422,808029,779020,-29009
1974,3853870,695616,105967,139816,4795270,3044763,181260,8021293,-102268,708618,2710378,809407,455271,4683674,2986666,248685,7919025,708618,1087687,809407,455271,3060984,2916900,109638,6087522,4312,2809,4312,2809,11571,2809,4231,18692,7040,-11652,400,400,400,400,400,7333,7333,9252,9252,7333,-1919,0,4946,4946,0,4946,4946,4946,0,39783,27362,-4382,35401,27362,-8039,157533,71516,8254,13150,250453,10998,311687,22722,284173,311687,27514,679496,28248,477,50087,758308,16041,795472,21123,795472,795472,2379,0,0,2379,0,2379,0,2379,2379,5485,-1259,4226,54828,64751,525,0,59579,64751,5172,227446,1300,27978,243170,0,395294,45153,202621,300577,842385,683573,201757,79545,19553,1063695,1063695,0,16520,12513,0,16520,12513,46493,55119,4800,181,67813,67813,96253,3851,387067,26523,126627,387067,202170,58270,387067,387067,0,13669,2953,0,8227,16044,32666,8227,70677,97897,2781,106124,106124,0,62164,1300,4654,4078,2586,202621,69404,207999,138595,0,207999,207999,0,55360,226579,0,0,55360,226579,225638,48741,13694,19372,294692,294692,0,54027,690172,27498,577145,72220,1163,11205,5592,164950,1274072,1231384,69017,253,53498,1396587,1396587,17466,209256,226722,277743,41505,9516,277743,277743,3433,36967,76019,59586,0,5592,63019,118578,125220,25932,253,43982,188492,188492,50594,433813,4139,291870,12634,1163,11205,78572,726846,649854,1580,728426,728426,0,201926,23359,0,23359,201926,178567,201926,201926,391559,53476,557581,0,0,445035,557581,163536,65900,23921,9011,632492,632492,31813,816,0,32629,2523,35152,0,35152,35152,0,10060,258807,192328,5305,6165,13802,33640,277914,242193,7020,870,12138,11730,297072,254793,-42279,158390,7871,158390,7871,0,150519,0,0,158390,158390,1060356,1060356,0,1060356,0,0,1060356,1060356,30061,8481,7554,16035,30061,2693,16035,32754,16719,1051035,1049329,1051035,1049329,1706,1051035,1051035,4987,4987,275,5262,5262,5262,123237,123237,6799,130036,130036,130036,4102,4102,563,4665,4665,4665,15781,15781,2160,17941,17941,17941,39837,7086,88622,40881,6918,388372,124,213418,135501,649757,806780,194322,0,10418,942281,854497,-87784
1975,4338038,856336,124472,147805,5466651,3319318,195083,8981052,106345,765776,3355532,934955,491225,5547488,3260695,279214,9087397,765776,1435758,934955,491225,3627714,3181083,125903,6934700,4571,2685,4571,2685,11655,2685,4627,18911,7312,-11599,500,500,500,500,500,8170,8170,10218,10218,8170,-2048,0,2622,2622,0,5772,2622,5772,3150,42221,14136,-15332,26889,14136,-12753,158828,82597,11153,13626,266204,12252,331096,23606,302062,331096,29034,760994,32218,572,48113,841897,20239,884715,22579,884715,884715,3645,0,0,3645,0,3645,0,3645,3645,1189,-2080,-891,55107,60935,450,0,54666,60935,6269,252707,2700,32019,270077,0,484853,50958,213578,335684,971208,796416,221785,87992,27099,1220092,1220092,0,8371,9616,0,8371,9616,52933,56429,5300,559,66604,66604,111787,15538,476979,27783,155108,476979,256353,65518,476979,476979,0,7584,3264,0,7874,18206,29054,7874,83421,107292,2691,115166,115166,0,66809,2700,4846,6678,4969,213578,76624,222956,146332,0,222956,222956,0,66527,253783,0,0,66527,253783,257377,58064,14483,26540,338387,338387,0,55203,744777,36829,590189,85642,1073,12812,5781,190486,1341820,1265504,55508,325,58987,1456315,1456315,23548,198603,222151,264307,29872,12284,264307,264307,4722,40149,82685,66499,0,5781,71221,128615,127898,24126,325,46703,199444,199444,50481,474084,12949,308901,19143,1073,12812,95385,784058,690183,1510,785568,785568,0,206996,23880,0,23880,206996,183116,206996,206996,523768,60832,754817,0,0,584600,754817,221379,74976,33399,9585,839378,839378,38749,890,0,39639,3395,43034,0,43034,43034,0,10555,285992,204807,6495,11791,15191,37443,307678,264596,7668,950,14170,12521,329516,278067,-51449,168615,10152,168615,10152,0,158463,0,0,168615,168615,1182138,1182138,0,1182138,0,0,1182138,1182138,28894,8458,9133,17591,28894,2437,17591,31331,13740,1149585,1147450,1149585,1147450,2135,1149585,1149585,5484,5484,332,5816,5816,5816,135561,135561,8165,143726,143726,143726,4551,4551,651,5202,5202,5202,17506,17506,2501,20007,20007,20007,43806,7744,180103,337241,7581,415731,52,234423,231542,995139,864267,221590,0,11081,1095809,1227810,132001
1976,4832142,956308,142420,170641,6101511,3641383,246443,9989337,182856,855353,3812512,1044583,503394,6215842,3585722,370629,10172193,855353,1573047,1044583,503394,3976377,3483175,147538,7607090,7005,2665,7005,2665,11743,2665,7150,21413,9815,-11598,1200,1200,1200,1200,1200,8659,8659,10820,10820,8659,-2161,0,3439,3439,0,7441,3439,7441,4002,39905,982,-25381,14524,982,-13542,169684,89238,14990,12666,286578,12732,356209,28120,327430,356209,28779,852444,38273,731,50212,941660,22858,992370,27852,992370,992370,3099,0,0,3099,305,3404,0,3404,3404,1459,-1875,-416,71062,84978,375,0,71021,84978,13957,265275,4700,40669,296826,0,558730,67941,230013,373885,1090269,904197,249739,98420,35986,1376502,1375994,-508,10511,11049,0,10511,11049,58678,62458,5600,1282,74789,74789,102804,23062,550401,40241,166107,550401,306674,77583,550364,550401,37,11611,2868,0,8329,20359,34838,8329,93327,121934,2017,130182,130263,81,72859,4700,4228,9163,7341,230013,84428,243876,159448,0,243876,243876,0,78001,276614,0,0,78001,276614,286070,65347,13220,34704,377291,376665,-626,60263,831561,40499,634602,93791,982,14062,7817,208615,1474962,1391179,59096,495,66231,1600289,1600289,24073,200878,224951,272450,32638,14861,272450,272450,7424,45896,98819,74228,0,7817,81652,152532,146213,24458,495,51370,228360,228360,52839,532631,14518,334905,19563,982,14062,100982,868518,769536,2000,870518,870518,0,228961,25981,0,25981,228961,202980,228961,228961,663960,67205,927300,0,0,731165,927300,255588,97475,47475,9453,1034228,1034228,41436,964,0,42400,4110,46510,0,46510,46510,0,10717,318298,226618,6949,17920,16917,41437,342164,296692,8878,1030,18894,12519,369936,310241,-59695,177810,10751,177810,10751,0,167059,0,0,177810,177810,1268980,1268980,0,1268980,0,0,1268980,1268980,35575,12988,10577,23565,35575,2960,23565,38535,14970,1279516,1277573,1279516,1277573,1943,1279516,1279516,8244,8244,401,8645,8645,8645,203740,203740,9898,213638,213638,213638,8992,8992,815,9807,9807,9807,34592,34592,3129,37721,37721,37721,49675,8375,144280,370434,5966,443676,141,224127,200062,1046612,896507,249043,0,9566,1096569,1305221,208652
